name,lanes,road_capacity_from_conversion,highway,oneway
Neo Tiew Crescent,,1,residential,
Neo Tiew Cresent,,1,residential,
Neo Tiew Cresent,,1,residential,
,,1,residential,
Lim Chu Kang Lane 3,,1,residential,
Neo Tiew Lane 3,,1,residential,
,,1,residential,
Jalan Gemala 3,,1,residential,
Jalan Gemala 2,,1,residential,
Jalan Bahtera,,1,unclassified,
Mandai Avenue,,3,primary,yes
Kranji Way,,3,primary,
Hillview Avenue,,2,tertiary,
Lorong Ah Soo,,3,secondary,yes
Toh Tuck Avenue,,3,primary,yes
Bukit Batok Avenue 1,,3,secondary,yes
Jurong East Central,,3,secondary,yes
Jurong East Avenue 1,,2,tertiary,
Jurong East Flyover,,3,secondary,yes
Bukit Batok Street 21,,1,residential,
Woodlands Road,,3,primary,yes
Woodlands Industrial Park D Street 2,,1,residential,yes
Woodlands Industrial Park D Street 1,,1,residential,
,,3,primary_link,
Woodgrove Drive,,1,residential,
Yishun Avenue 4,,3,secondary,no
Yishun Street 81,,1,residential,no
Yishun Avenue 11,,3,secondary,yes
Yishun Avenue 2,,3,primary,yes
Canberra Road,,3,primary,yes
Woodlands Avenue 7,,3,primary,yes
Sembawang Way,,3,primary,yes
,,1,residential,
Yishun Industrial Park A,,1,residential,
Yishun Industrial Park A,,1,residential,yes
Yishun Industrial Park A,,1,residential,yes
Yishun Industrial Park A,,1,residential,
Sembawang Drive,,1,residential,
Sembawang Vista,,1,residential,
Sembawang Crescent,,1,residential,
Admiralty Road,,3,primary,yes
Admiralty Road,,3,primary,yes
Woodlands Avenue 10,,3,primary,yes
Woodlands Avenue 10,,3,primary,yes
,,3,primary_link,yes
,,3,primary_link,yes
Yishun Avenue 7,,3,primary,yes
Woodlands Avenue 2,,3,primary,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Woodlands Avenue 12,,3,primary,yes
Woodlands Avenue 1,,3,secondary,yes
Woodlands Drive 64,,1,residential,
Woodlands Avenue 1,,3,primary_link,
Mandai Road,,4,motorway_link,yes
Mandai Road,,4,motorway_link,yes
Yishun Avenue 1,,3,primary,yes
Yishun Avenue 1,,3,primary,yes
Yishun Ring Road,,3,secondary,
Yishun Ring Road,,3,secondary,
Yishun Street 61,,1,residential,
Yishun Avenue 3,,3,secondary,
Yishun Central,,3,secondary,
Yishun Central 1,,1,residential,
Mandai Road,,3,secondary,yes
Mandai Road,,3,secondary,
Yishun Avenue 5,,3,secondary,
Yishun Avenue 9,,1,residential,
Yishun Street 22,,1,residential,yes
Yishun Avenue 2,,3,primary,yes
Yishun Avenue 2,,3,primary,yes
Yishun Street 71,,1,residential,
Canberra Road,,3,secondary,
Admiralty Street,,1,residential,
Yishun Avenue 7,,3,primary,yes
Yishun Industrial Park A,,1,residential,
Woodlands Link,,1,residential,
,,1,residential,
Woodgrove Avenue,,1,residential,
Woodlands Avenue 2,,3,primary,yes
Rosewood Drive,,1,residential,
Woodlands Drive 14,,1,residential,
Woodlands Dr 16,,1,residential,
Woodlands Dr 53,,1,residential,
Old Upper Thomson Road,,1,unclassified,
Woodlands Drive 43,,1,residential,
Woodlands Square,,2,tertiary,yes
Woodlands North Drive,,1,residential,yes
Woodlands Way,,1,residential,yes
Woodlands North Link,,1,residential,
South Woodlands Way,,1,residential,yes
South Woodlands Drive,,1,residential,yes
Woodlands Avenue 2,,3,primary,yes
Woodlands Street 81,,2,tertiary,
,,4,motorway_link,yes
Woodlands Industrial Park E8/E9,,1,residential,
Woodlands Industrial Park E3,,1,residential,
Woodlands Industrial Park E5,,1,residential,
Woodlands Industrial Park E1,,1,residential,
Woodlands Industrial Park E1,,1,residential,
Woodlands Industrial Park E7,,1,residential,
Woodlands Industrial Park E6,,1,residential,
Woodlands Drive 72,,1,residential,
Woodlands Ring Road,,1,residential,
Gambas Avenue,,3,primary,yes
Woodlands Dr 70,,1,residential,
Woodlands Avenue 6,,1,residential,
Woodlands Avenue 6,,1,residential,
Woodlands Avenue 2,,3,primary_link,yes
Woodlands Crescent,,1,residential,
Woodlands Avenue 6,,1,residential,
Woodlands Drive 60,,1,residential,
Woodlands Avenue 8,,3,secondary,yes
Woodlands Terrace,,1,residential,
Marsiling Crescent,,1,residential,
Woodlands Drive 71,,1,residential,
Woodlands Drive 63,,1,residential,
Woodlands Drive 62,,1,residential,
Woodlands Avenue 2,,3,primary_link,yes
,,4,motorway_link,yes
Woodlands Avenue 5,,2,tertiary,yes
,,4,motorway_link,yes
Woodlands Avenue 12,,3,primary,yes
Eng Neo Avenue,,4,motorway_link,yes
Woodlands Avenue 4,,3,secondary,
Woodlands Street 82,,1,residential,
Woodlands Drive 70,,1,residential,
Woodlands Avenue 7,,2,tertiary,yes
Woodlands Street 83,,1,residential,
Woodlands Industrial Park E4,,1,residential,
Yishun Street 11,,1,residential,
Yishun Avenue 2,,3,primary,yes
,,4,motorway_link,yes
Lentor Avenue,,3,primary,yes
,,4,motorway_link,yes
Yishun Avenue 1,,3,primary,yes
Woodlands Road,,3,primary,yes
Woodlands Road,3,3,primary,yes
Woodlands Road,3,3,primary,yes
Woodlands Road,3,3,primary,yes
Woodlands Road,3,3,primary,yes
Woodlands Road,,3,primary,yes
Lorong Bengkok,,2,tertiary,yes
Joo Chiat Road,,1,residential,yes
Joo Chiat Road,,3,secondary,
Jalan Klapa,,1,residential,yes
Pahang Street,,1,residential,yes
Sultan Gate,,1,residential,
Kandahar Street,,1,residential,yes
Bussorah Street,,1,residential,
Brooke Road,,1,residential,
Tanjong Katong Road,,3,primary,
,,3,primary,yes
,,4,motorway_link,yes
,,3,primary,yes
Tanjong Katong,,4,motorway_link,yes
Sims Avenue East,,3,primary,yes
Jalan Kembangan,,1,residential,yes
,,1,residential,
Bedok North Drive,,1,residential,
,,1,service,
Old Choa Chu Kang Road,,1,unclassified,yes
Haig Road,,1,residential,
Haig Road,,1,residential,
Lavender Street,,3,primary,yes
Lavender Street,,3,primary,yes
Balestier Road,,3,primary,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Lorong Chuan,,3,secondary,
Tanjong Katong Road,,4,motorway_link,yes
Kallang-Paya Lebar Expressway,,4,motorway,yes
Kallang-Paya Lebar Expressway,,4,motorway_link,yes
Marine Parade Central,,1,residential,
Choa Chu Kang Avenue 1,,2,tertiary,
Teck Whye Avenue,,2,tertiary,
Choa Chu Kang Drive,,2,tertiary,
Serangoon North Avenue 1,,1,residential,
Serangoon North Avenue 2,,1,residential,
Serangoon North Avenue 1,,1,residential,
Serangoon Avenue 3,,3,secondary,
Serangoon Avenue 2,,3,secondary,
Chai Chee Road,,1,residential,
,,1,residential,
Jalan Mydin,,1,residential,
,,4,trunk,yes
,,4,trunk_link,yes
,,4,trunk_link,yes
,,4,trunk_link,yes
Tessensohn Road,,2,tertiary,
Rangoon Road,,2,tertiary,
Sin Ming Avenue,,3,secondary,
Tampines Industrial Ave 4,,1,unclassified,
,,1,residential,
Bishan Street 24,,1,residential,
,,1,residential,
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Koon Seng Road,,1,residential,
Dunman Road,,3,secondary,
,,4,motorway_link,yes
Jurong Canal Drive,,1,residential,
Old Airport Road,,3,secondary,yes
Jurong East Street 31,,1,residential,
,,1,pedestrian,
Still Road,,3,primary,yes
Still Road,,4,motorway_link,yes
Merpati Road,,2,tertiary,yes
East Coast Park Service Road,,1,unclassified,no
,,4,motorway_link,yes
Merpati Road,,2,tertiary,yes
Mattar Road,,2,tertiary,yes
Whitley Road,,3,primary,yes
,,4,motorway_link,yes
Jurong West Avenue 2,,3,secondary,yes
Marine Parade,,4,motorway_link,yes
Marine Parade,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Eng Neo Avenue,,3,secondary,yes
Sixth Avenue,,3,secondary,no
Jurong West Street 42,,1,residential,
Jurong West Street 51,,1,residential,
Corporation Road,,3,secondary,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
Jurong Road,,2,tertiary,
Jurong West Avenue 2,,3,secondary,yes
Frankel Avenue,,3,secondary,yes
Jurong West Avenue 2,,3,secondary,yes
,,4,motorway_link,yes
Jalan Kembangan,,3,secondary,yes
,,4,motorway_link,yes
Little Road,,1,residential,
,,4,motorway_link,yes
Jalan Bunga Rampai,,1,residential,
,,4,motorway_link,yes
Kaki Bukit Road 2,,1,unclassified,
Bishan Street 22,,3,secondary,
Newton Road,3,3,primary,yes
Boon Lay Place,,1,residential,
Boon Lay Drive,,1,residential,
Evans Road,,2,tertiary,
Cluny Road,,2,tertiary,
,,4,motorway_link,yes
Race Course Road,,1,unclassified,
Airport Road,,3,primary,yes
Airport Road,,3,primary,yes
Hougang Street 92,,1,residential,
Serangoon North Avenue 3,,1,residential,
Bartley Road East,,4,trunk,yes
Tampines Avenue 10,,3,primary,yes
Kaki Bukit Avenue 3,,1,unclassified,
Kaki Bukit Road 4,,1,residential,
Tractor Road,,1,residential,
Tractor Road,,1,residential,
Wan Lee Road,,1,residential,
Pasir Panjang Road,,3,primary,yes
Pasir Panjang Road,,3,secondary,
Grange Road,,3,secondary,yes
Grange Road,,3,secondary,yes
Telok Blangah Road,,3,primary,yes
Zion Road,,3,primary,yes
Jurong West Street 93,,1,residential,
Pandan Gardens,,1,residential,
Jurong West Street 63,,1,residential,yes
Jurong West Street 61,,1,residential,yes
Pioneer Road,,3,primary,yes
Penjuru Road,,3,primary,yes
Penjuru Road,,3,primary,yes
Penjuru Road,,3,primary,yes
Penjuru Road,,3,primary,yes
Penjuru Road,,3,primary,yes
Penjuru Road,,3,primary,yes
Jalan Buroh,,4,trunk,yes
Jalan Buroh,,4,trunk,yes
West Coast Drive,,1,residential,
Forth Lok Yang Road,,1,residential,
Kian Teck Road,,1,residential,
Fifth Lok Yang Road,,1,residential,
Sixth Lok Yang Road,,1,residential,
Benoi Road,,1,residential,
Joo Koon Road,,1,residential,
Joo Koon Way,,1,residential,
Jurong West St 92,,1,residential,
Yung Ho Road,,1,residential,
Yung Kuang Road,,3,secondary,
Kang Ching Road,,1,residential,
Chin Bee Drive,,1,residential,
,,1,service,
Japanesen Garden Road,,1,residential,
Nanyang Avenue,,1,residential,
Clementi Avenue 5,,1,residential,
Pandan Loop,,1,residential,
Pandan Loop,,1,residential,
Nanyang Crescent,,1,residential,
Tah Ching Road,,1,residential,
Ho Ching Road,,1,residential,
Clementi Avenue 6,,3,primary,yes
Clementi Avenue 6,,4,motorway_link,yes
,,1,residential,
,,4,motorway_link,no
Upper Jurong Road,,3,primary,yes
Pandan Gardens,,1,residential,
Teban Gardens Road,,1,residential,
Jurong Town Hall Road,,3,primary,yes
Jurong Town Hall Road,,3,primary,yes
,,1,residential,
,,4,motorway_link,yes
Chin Bee Crescent,,1,residential,
Third Chin Bee Road,,1,unclassified,
Chin Bee Avenue,,1,residential,
Quality Road,,1,residential,
Chin Bee road,,1,residential,
Jalan Tukang,,1,residential,
Fourth Chin Bee Road,,1,unclassified,
Jalan Jentera,,1,residential,
,,1,residential,
Clementi Avenue 6,2,4,motorway_link,yes
Bukit Batok Avenue 1,,3,secondary,yes
,,3,primary,yes
Orchard Road,,3,primary,yes
Scotts Road,,3,primary,yes
Neythai Road,,1,residential,
Neythai Road,,1,residential,
Fan Yong Road,,1,residential,
Pioneer Road,,3,primary,yes
Soon Lee Road,,1,residential,
,,1,residential,
Kian Teck Way,,1,residential,
Kian Teck Cresent,,1,residential,
Joon Koon Circle,,2,tertiary,
Lok Yang Way,,1,residential,
Nanyang Avenue,,1,unclassified,yes
Nanyang View,,1,unclassified,
Lien Ying Chow Drive,,1,residential,no
Nanyang Hill,,1,residential,
Nanyang Green,,1,residential,
Pioneer Road North,,2,tertiary,yes
Nanyang Drive,,1,residential,
Nanyang Circle,,1,residential,no
Student Walk,,1,residential,
Nanyang Terrace,,1,residential,yes
Nanyang Link,,1,residential,
Nanyang Drive,,1,residential,
Clementi Avenue 2,,1,residential,
Clementi Avenue 4,,1,residential,
Nanyang Drive,,1,residential,
Clementi Avenue 3,,1,residential,
Nanyang Walk,,1,residential,
Pioneer Road North,,3,primary,yes
Clementi Avenue 6,,3,primary,yes
Jurong West Central 2,,1,residential,yes
Jurong West Central 3,,1,residential,yes
Jurong West Avenue 4,,3,secondary,yes
Jurong West Avenue 5,,1,residential,yes
Jurong West Street 75,,1,residential,yes
Jurong West Street 73,,1,residential,
Jurong West Street 81,,1,residential,
Jurong West Street 64,,1,residential,yes
Jurong West Street 76,,1,residential,
Jurong West Street 62,,1,residential,yes
Jalan Boon Lay,,3,primary,yes
Jalan Boon Lay,,3,primary,yes
International Road,,3,secondary,
Enterprise Road,,1,residential,
Seconf Chin Bee Road,,1,residential,
,,1,residential,
,,3,secondary_link,yes
Jurong West Street 41,,1,residential,
Boon Lay Drive,,1,residential,
North Bridge Road,,3,secondary,yes
Lor Telok,,1,residential,yes
Pioneer Road,,3,primary,yes
Church Street,,3,secondary,yes
Fort Road,,3,primary,yes
Fort Road,,3,primary,yes
Fort Road,,3,primary,yes
Tanjong Rhu Road,,3,secondary,
Malacca Street,,1,residential,yes
Market Street,,1,residential,yes
Prince Edward Link,,1,residential,
Palmer Road,,1,residential,yes
Market Street,,1,residential,yes
,,4,motorway_link,yes
Parsi Road,,1,residential,yes
Telok Ayer Street,,1,residential,yes
Phillip Street,,1,unclassified,yes
Yan Kit Road,,1,residential,no
Cantonment Close,,1,residential,
Ann Siang Road,,1,residential,
Erskine Road,,1,residential,yes
Club Street,,1,residential,
Synagogue Street,,1,unclassified,
China Street,,1,residential,yes
,,1,residential,
,,2,tertiary,yes
,,1,pedestrian,
Mosque Street,,1,residential,yes
Tuas West Road,,3,primary,yes
Temple Street,,1,residential,
Trengganu Street,,1,pedestrian,
Teck Lim Road,,1,residential,yes
Jiak Chuan Road,,1,residential,
,,1,residential,
Tan Tye Place,,1,residential,yes
Maxwell Road,,3,secondary,
Read Street,,1,pedestrian,
Sago Lane,,1,residential,yes
South Bridge Road,,3,secondary,yes
Duxton Road,,1,residential,yes
Duxton Hill,,1,residential,
Craig Road,,1,residential,
Boon Tat Street,,1,residential,yes
Maxwell Link,,1,residential,
Jalan Buroh,,3,primary,yes
Collyer Quay,,3,primary,yes
Collyer Quay,,3,secondary_link,yes
Kim Seng Promenade,,3,primary_link,yes
,,3,primary_link,yes
Boon Keng Road,,3,secondary,yes
Lorong 1 Geylang,,1,residential,yes
Tanjong Kling Road,,1,residential,
Pioneer Walk,,1,unclassified,
Sunview Road,,1,unclassified,
Pioneer Crescent,,1,residential,
Tuas South Avenue 9,,3,primary,yes
Shenton Way,,3,primary,yes
Finlayson Green,,3,secondary,yes
Tuas South Avenue 3,,3,primary,yes
Upper Serangoon View,,1,residential,
Tuas Road,,3,primary_link,yes
Clarke Street,,1,pedestrian,
Clementi Avenue 2,,3,secondary,yes
West Coast Road,,2,tertiary,
West Coast Road,,3,secondary,yes
,,2,tertiary,yes
West Coast Link,,3,secondary,yes
Clementi West Street 2,,1,residential,
Promenade,,1,pedestrian,
,,1,residential,
Benoi Crescent,,1,residential,
West Coast Road,,3,primary,yes
West Coast Highway,,3,primary,yes
Circuit Road,,1,service,
Paya Lebar Way,,4,motorway_link,yes
Paya Lebar Way,,4,motorway_link,yes
Benoi Sector,,1,residential,
Shipyard Road,,1,residential,
Tuas South Avenue 1,,2,tertiary,yes
Pioneer Road,,3,primary,yes
Pioneer Road,,3,primary,yes
Pioneer Road,,3,primary,yes
Pioneer Road,,3,primary,yes
Tuas Road,,3,primary,yes
Paya Lebar Way,,4,motorway_link,yes
,,4,motorway_link,yes
Paya Lebar Way,,4,motorway_link,yes
Jurong East Flyover,,3,secondary,yes
Jurong East Central,,3,secondary,yes
,,1,residential,-1
Jurong East Street 24,,1,residential,
Jurong East Street 24,,1,residential,
Jurong Town Hall Road,,3,primary,yes
Bukit Batok Road,,3,primary,yes
Jurong East Street 13,,1,residential,
Jurong East Street 11,,3,secondary,
International Business Park,,1,residential,
International Business Park,,1,residential,
,,1,residential,
International Business Park,,1,residential,
International Business Park,,1,unclassified,
,,1,residential,
International Business Park,,1,residential,
International Business Park,,1,residential,
International Business Park,,1,residential,
,,1,residential,
Hougang Avenue 3,,3,primary,yes
Hougang Avenue 3,,3,primary,yes
Everton Road,,1,residential,
,,1,residential,
,,1,residential,
Spottiswoode Park Road,,1,residential,
,,1,residential,
Everton Road,,1,residential,
Stanley Street,,1,residential,yes
McCallum Street,,1,residential,yes
Paya Lebar Way,,4,motorway_link,yes
Amoy Street,,1,residential,yes
International Business Park,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,4,motorway_link,yes
Hougang Street 22,,1,residential,
Defu Lane 4,,1,residential,
Defu Avenue 2,,1,residential,
Defu Lane 5,,1,residential,yes
Defu Lane 1,,1,residential,yes
Tai Seng Link,,1,residential,
Rhu Cross,,1,residential,yes
Tanjong Rhu Road,,1,unclassified,
Tanjong Rhu Road,,3,secondary,yes
Tanjong Rhu View,,1,residential,
,,1,residential,
,,1,residential,
Meyer Road,,1,residential,
Bukit Timah Road,,3,primary_link,yes
Wilby Road,,1,residential,
Moulmein Road,,3,primary,yes
,,3,primary,yes
Bukit Timah Road,,3,primary,yes
,,3,primary_link,yes
Clemenceau Avenue North,,3,secondary,
Clemenceau Avenue North,,3,secondary,yes
Clemenceau Avenue North,,3,secondary,yes
Brizay Park,,1,residential,
Holland Road,,1,residential,no
Holland Link,,1,residential,
Garlick Avenue,,1,residential,
Lemon Avenue,,1,residential,
Wilby Road,,1,residential,
Bukit Batok West Avenue 8,,1,residential,
Bukit Batok West Avenue 3,,3,primary,yes
Bukit Batok East Avenue 3,,3,primary,yes
Old Holland Road,,1,residential,
Redwood Avenue,,1,residential,
Maple Avenue,,1,residential,
Cypress Avenue,,1,residential,
,,4,trunk,yes
,,1,residential,
Mei Ling Street,,1,residential,
Stirling Road,,1,residential,
Queen's Close,,1,service,
Jalan Anak Bukit,,3,primary,yes
Upper Bukit Timah Road,,3,primary,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
Jalan Anak Bukit,,3,primary,yes
,,3,primary_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,3,primary_link,yes
,,3,primary_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,3,primary,yes
,,3,primary,yes
Dunearn Road,,3,primary,yes
Portsdown Road,,2,tertiary,
River Valley Road,,3,primary,
Kallang Way,,2,tertiary,
Delta Road;River Valley Road,,3,primary,
Lorong Bakar Batu,,1,residential,
,,4,motorway_link,yes
Kallang Pudding Road,,1,residential,yes
Genting Lane,,1,residential,
Kallang Sector,,1,residential,
Genting Road,,1,residential,
North Buona Vista Road,,3,primary,yes
,,4,motorway_link,yes
Portsdown Road,,1,residential,yes
,,2,tertiary,yes
Jalan Hang Jebat,,1,residential,
,,4,trunk_link,yes
,1,4,trunk_link,yes
Queensway,,3,primary,yes
Queensway,,3,primary,yes
Queensway,,3,primary,yes
,,4,trunk,yes
Henderson Road,,3,primary,yes
Henderson Road,,3,secondary,yes
Depot Road,,1,residential,
Telok Blangah,,1,residential,
Henderson Road,,3,secondary,yes
Telok Blangah Green,,1,residential,yes
Telok Blangah Heights,,1,residential,
Telok Blangah Heights,,1,residential,yes
Tannery Road,,1,residential,
Alexandra Road,,3,primary,yes
Hougang St 11,,2,tertiary,no
Tampines Road,,3,primary,yes
Bukit Batok Street 25,,1,residential,
Jalan Jurong Kechil,,3,primary,yes
Jalan Anak Bukit,,3,primary,yes
,,4,motorway_link,yes
,,3,secondary,
Margaret Drive,,1,residential,
Strathmore Avenue,,1,residential,
Dawson Road,,1,residential,
Jalan Penjara,,1,unclassified,
,,1,unclassified,
Holland Green,,1,residential,
,,1,residential,
Tai Seng Avenue,,1,residential,
Tai Seng Drive,,1,residential,
Blackmore Drive,,1,residential,
Whitley Road,,4,motorway_link,yes
,,4,motorway_link,yes
Mount Pleasant Road,,3,primary,yes
Portsdown Avenue,,4,trunk,yes
Queensway,2,4,trunk,yes
Queensway,,4,trunk,yes
Exit Ramp #9,2,4,motorway_link,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
Queensway,,4,trunk,yes
,2,4,motorway_link,yes
Marina Mall,,2,tertiary,yes
Marina Mall,,2,tertiary,yes
Claymore Road,,1,residential,
Claymore Hill,2,1,unclassified,no
Claymore Hill,,1,residential,
Draycott Drive,,1,residential,yes
Ardmore Park,,1,residential,-1
Orange Grove Road,,1,residential,-1
Balmoral Road,,2,tertiary,
Lermit Road,,1,residential,
,,1,unclassified,-1
Stevens Close,,1,residential,
Fernhill Road,,1,residential,
Fernhill Road,,1,residential,
Fernhill Crescent,,1,residential,
